Type,Id,X1,Y1,X2,Y2,Forca,TimesReproduced,SegundosParaReproduzir
Inanimado,532,500.0,240.0,520.0,260.0
Inanimado,373,0.0,280.0,20.0,300.0
Inanimado,472,560.0,320.0,580.0,340.0
Inanimado,431,100.0,240.0,120.0,260.0
Inanimado,294,300.0,0.0,320.0,20.0
Inanimado,444,760.0,400.0,780.0,420.0
Inanimado,522,40.0,380.0,60.0,400.0
Inanimado,528,440.0,100.0,460.0,120.0
Inanimado,548,160.0,440.0,180.0,460.0
Inanimado,461,200.0,400.0,220.0,420.0
Inanimado,521,200.0,520.0,220.0,540.0
Inanimado,296,340.0,0.0,360.0,20.0
Inanimado,392,780.0,80.0,800.0,100.0
Inanimado,539,640.0,500.0,660.0,520.0
Inanimado,371,0.0,240.0,20.0,260.0
Inanimado,418,400.0,180.0,420.0,200.0
Inanimado,476,480.0,320.0,500.0,340.0
Inanimado,551,720.0,340.0,740.0,360.0
Inanimado,441,440.0,420.0,460.0,440.0
Inanimado,319,0.0,560.0,20.0,580.0
Inanimado,404,780.0,320.0,800.0,340.0
Inanimado,499,200.0,460.0,220.0,480.0
Flora,51,80.0,180.0,100.0,200.0,76.0,0
Inanimado,393,780.0,100.0,800.0,120.0
Inanimado,325,120.0,560.0,140.0,580.0
Inanimado,388,780.0,0.0,800.0,20.0
Inanimado,314,700.0,0.0,720.0,20.0
Inanimado,470,760.0,140.0,780.0,160.0
Inanimado,340,420.0,560.0,440.0,580.0
Inanimado,550,80.0,440.0,100.0,460.0
Inanimado,288,180.0,0.0,200.0,20.0
Inanimado,331,240.0,560.0,260.0,580.0
Inanimado,427,620.0,20.0,640.0,40.0
Inanimado,315,720.0,0.0,740.0,20.0
Inanimado,486,200.0,340.0,220.0,360.0
Inanimado,377,0.0,360.0,20.0,380.0
Inanimado,452,80.0,200.0,100.0,220.0
Inanimado,443,100.0,140.0,120.0,160.0
Inanimado,451,640.0,80.0,660.0,100.0
Inanimado,484,600.0,520.0,620.0,540.0
Inanimado,555,260.0,40.0,280.0,60.0
Inanimado,545,300.0,400.0,320.0,420.0
Inanimado,299,400.0,0.0,420.0,20.0
Inanimado,546,60.0,300.0,80.0,320.0
Inanimado,281,40.0,0.0,60.0,20.0
Inanimado,553,60.0,400.0,80.0,420.0
Flora,48,640.0,380.0,660.0,400.0,76.0,0
Inanimado,508,580.0,20.0,600.0,40.0
Inanimado,497,560.0,340.0,580.0,360.0
Inanimado,421,380.0,360.0,400.0,380.0
Inanimado,359,0.0,0.0,20.0,20.0
Inanimado,309,600.0,0.0,620.0,20.0
Inanimado,415,780.0,540.0,800.0,560.0
Inanimado,290,220.0,0.0,240.0,20.0
Inanimado,335,320.0,560.0,340.0,580.0
Inanimado,279,0.0,0.0,20.0,20.0
Inanimado,489,600.0,340.0,620.0,360.0
Inanimado,510,280.0,180.0,300.0,200.0
Flora,45,160.0,380.0,180.0,400.0,76.0,0
Inanimado,549,60.0,180.0,80.0,200.0
Inanimado,339,400.0,560.0,420.0,580.0
Inanimado,391,780.0,60.0,800.0,80.0
Inanimado,346,540.0,560.0,560.0,580.0
Inanimado,471,620.0,160.0,640.0,180.0
Inanimado,433,540.0,20.0,560.0,40.0
Inanimado,501,680.0,360.0,700.0,380.0
Inanimado,362,0.0,60.0,20.0,80.0
Flora,50,620.0,60.0,640.0,80.0,76.0,0
Flora,52,560.0,200.0,580.0,220.0,76.0,0
Flora,63,620.0,260.0,640.0,280.0,76.0,0
Inanimado,282,60.0,0.0,80.0,20.0
Flora,64,580.0,460.0,600.0,480.0,76.0,0
Inanimado,493,100.0,280.0,120.0,300.0
Inanimado,402,780.0,280.0,800.0,300.0
Flora,74,720.0,40.0,740.0,60.0,76.0,0
Inanimado,537,280.0,480.0,300.0,500.0
Inanimado,467,680.0,380.0,700.0,400.0
Flora,72,600.0,160.0,620.0,180.0,76.0,0
Inanimado,349,600.0,560.0,620.0,580.0
Inanimado,291,240.0,0.0,260.0,20.0
Inanimado,420,760.0,40.0,780.0,60.0
Inanimado,430,180.0,540.0,200.0,560.0
Inanimado,298,380.0,0.0,400.0,20.0
Inanimado,341,440.0,560.0,460.0,580.0
Flora,41,120.0,440.0,140.0,460.0,76.0,0
Inanimado,456,320.0,40.0,340.0,60.0
Inanimado,396,780.0,160.0,800.0,180.0
Inanimado,453,460.0,360.0,480.0,380.0
Inanimado,483,260.0,500.0,280.0,520.0
Inanimado,360,0.0,20.0,20.0,40.0
Flora,54,600.0,380.0,620.0,400.0,76.0,0
Inanimado,496,520.0,320.0,540.0,340.0
Inanimado,321,40.0,560.0,60.0,580.0
Inanimado,387,0.0,560.0,20.0,580.0
Inanimado,338,380.0,560.0,400.0,580.0
Inanimado,445,500.0,320.0,520.0,340.0
Inanimado,520,440.0,160.0,460.0,180.0
Inanimado,317,760.0,0.0,780.0,20.0
Inanimado,425,420.0,440.0,440.0,460.0
Flora,58,180.0,420.0,200.0,440.0,76.0,0
Flora,61,120.0,260.0,140.0,280.0,76.0,0
Inanimado,320,20.0,560.0,40.0,580.0
Inanimado,523,660.0,480.0,680.0,500.0
Inanimado,478,600.0,500.0,620.0,520.0
Inanimado,375,0.0,320.0,20.0,340.0
Inanimado,408,780.0,400.0,800.0,420.0
Inanimado,306,540.0,0.0,560.0,20.0
Inanimado,365,0.0,120.0,20.0,140.0
Inanimado,376,0.0,340.0,20.0,360.0
Inanimado,482,380.0,40.0,400.0,60.0
Inanimado,463,140.0,320.0,160.0,340.0
Flora,56,720.0,420.0,740.0,440.0,76.0,0
Inanimado,307,560.0,0.0,580.0,20.0
Inanimado,462,80.0,280.0,100.0,300.0
Inanimado,312,660.0,0.0,680.0,20.0
Inanimado,490,100.0,80.0,120.0,100.0
Flora,70,140.0,160.0,160.0,180.0,76.0,0
Flora,57,480.0,80.0,500.0,100.0,76.0,0
Inanimado,304,500.0,0.0,520.0,20.0
Inanimado,505,460.0,240.0,480.0,260.0
Inanimado,336,340.0,560.0,360.0,580.0
Inanimado,534,660.0,20.0,680.0,40.0
Inanimado,394,780.0,120.0,800.0,140.0
Inanimado,517,40.0,320.0,60.0,340.0
Inanimado,437,640.0,320.0,660.0,340.0
Inanimado,556,20.0,80.0,40.0,100.0
Inanimado,348,580.0,560.0,600.0,580.0
Inanimado,344,500.0,560.0,520.0,580.0
